structure_id,conf_symbol,mixing_energy_pa,Ti,Al,Nb
ICET-Training-No-0190073,Al3Nb4Ti,-0.2949096875000006,0.125,0.375,0.5
ICET-Training-No-0195940,Al3Nb5,-0.23065490500000063,0.0,0.375,0.625
ICET-Training-No-0197375,AlTi7,-0.20841236374999905,0.875,0.125,0.0
ICET-Training-No-0207135,Al2Nb5Ti,-0.18157743625000222,0.125,0.25,0.625
ICET-Training-No-0220127,AlNb7,-0.08898114625000098,0.0,0.125,0.875
ICET-Training-No-0222654,Al2Ti6,-0.2698617362500002,0.75,0.25,0.0
ICET-Training-No-0247939,Al2Ti6,-0.2996555862500001,0.75,0.25,0.0
ICET-Training-No-0268137,Al3Nb2Ti3,-0.35406863499999996,0.375,0.375,0.25
ICET-Training-No-0268510,Al2Nb4Ti2,-0.21595551999999962,0.25,0.25,0.5
ICET-Training-No-0271220,Al3Nb3Ti2,-0.2844838337499995,0.25,0.375,0.375
ICET-Training-No-0271244,Al3Nb4Ti,-0.2398203324999999,0.125,0.375,0.5
ICET-Training-No-0277424,Al2Nb5Ti,-0.20616161500000096,0.125,0.25,0.625
ICET-Training-No-0284275,Al3Nb5,-0.16864207625000027,0.0,0.375,0.625
ICET-Training-No-0284307,Al2Nb6,-0.14886271624999914,0.0,0.25,0.75
ICET-Training-No-0284627,AlNb7,-0.07299333375000039,0.0,0.125,0.875
ICET-Training-No-0287164,Al2Ti6,-0.32548977999999984,0.75,0.25,0.0
ICET-Training-No-0293730,Al3Nb3Ti2,-0.2739568862499997,0.25,0.375,0.375
ICET-Training-No-0317197,Al3Nb3Ti2,-0.3466001350000001,0.25,0.375,0.375
ICET-Training-No-0317198,Al2Nb4Ti2,-0.2429010224999999,0.25,0.25,0.5
ICET-Training-No-0319012,Al2Nb4Ti2,-0.25464535000000055,0.25,0.25,0.5
ICET-Training-No-0319073,Al3Nb4Ti,-0.2977795312500007,0.125,0.375,0.5
ICET-Training-No-0324940,Al3Nb5,-0.13737411750000028,0.0,0.375,0.625
ICET-Training-No-0326375,AlTi7,-0.13044966624999965,0.875,0.125,0.0
ICET-Training-No-0341445,AlTi7,-0.20442386499999898,0.875,0.125,0.0
ICET-Training-No-0341553,Al2Ti6,-0.3243557512499997,0.75,0.25,0.0
ICET-Training-No-0351047,Al2Nb4Ti2,-0.26476907750000045,0.25,0.25,0.5
ICET-Training-No-0365076,Al2Nb6,-0.18107664375,0.0,0.25,0.75
ICET-Training-No-0375387,Al3Nb5,-0.2265616675000004,0.0,0.375,0.625
ICET-Training-No-0376364,Al2Ti6,-0.3384916437500003,0.75,0.25,0.0
ICET-Training-No-0382040,Al4Nb3Ti,-0.3259587862500002,0.125,0.5,0.375
ICET-Training-No-0382279,Al4Nb3Ti,-0.3357625275,0.125,0.5,0.375
ICET-Training-No-0389083,Al4Nb4,-0.29523418000000046,0.0,0.5,0.5
ICET-Training-No-0391644,Al3Nb2Ti3,-0.2884406749999995,0.375,0.375,0.25
ICET-Training-No-0392792,Al3Nb3Ti2,-0.24132403499999988,0.25,0.375,0.375
ICET-Training-No-0399842,Al3Nb4Ti,-0.18839448000000036,0.125,0.375,0.5
ICET-Training-No-0411729,Al2Nb4Ti2,-0.2153403100000002,0.25,0.25,0.5
ICET-Training-No-0422339,Al3Nb3Ti2,-0.18475884500000017,0.25,0.375,0.375
ICET-Training-No-0423859,Al3Nb4Ti,-0.11182105875000037,0.125,0.375,0.5
